bandwidth
1103116.0251671728
1120493.1561459599
1092216.1145028013
1064096.4876309298
1070108.6195224228
1101572.724171517
1055457.9717912476
1117205.230707361
1037979.8612336039
1124353.058315993
1088365.3050819493
1080243.1416857364
1100249.1537887547
1048377.0023502386
1118545.6155077128
1071816.2283321281
1110755.0322570065
1096811.027297928
1097432.4639364344
1135784.2295561119
1041279.5492785142
1099857.5323513655
1102125.3914875176
1104415.8964074655
1058402.6254437629
1101046.9639597433
1089349.3067505194
1057745.2667171587
1089372.2179196868
1077760.6551654711
1087054.3533924206
1074612.1841282856
1076181.5625602987
1099364.1056707394
1083894.7233034726
1122312.5778892173
1071682.5359978452
1094940.0149678837
1082158.5014648063
1044118.0102768233
1090787.2521689294
1105346.8069735703
1098344.4981135637
1096127.0482985242
1083996.3821036462
1059280.4153674329
1105914.9973388652
1057929.5801666528
1063870.038082549
1058366.2950629303
1087999.8164484054
1078488.6347326422
1106164.664765311
1079456.276631894
1080296.6049007971
1075205.7283608424
1108029.3403160977
1092870.5121583291
1082176.6156659555
1177246.7461786282
1150584.80527019
1117579.8952306465
1071083.0390912744
1062958.418138203
1067118.991476459
1072923.8894177175
1101726.9197349963
1144432.0102289107
1082615.2482409503
1089375.9416570964
1126439.215621153
1071384.3969938431
1082600.8988944255
1075697.0764297387
1110246.808428285
1097764.2829091293
1081851.5224095099
1094388.0075917582
1068544.5307851336
1094282.0293720774
1072954.7423776353
1149208.9041261722
1061420.1806722824
1130349.633082625
1094135.4725695427
1127778.9957132875
1133337.4422490685
1103830.844078037
1079822.5266508574
1126525.6417730353
1060856.3101799197
1062088.0220280304
1112328.0498447856
1079680.8828313833
1085444.3319199514
1042725.9541098187
1118988.6171944456
1070596.4769269244
1097996.02237763
1071111.7873329776
1095062.876796628
1094062.0267421452
1090550.3908215184
1117115.6370132705
1077335.9965424018
1095113.5793152335
1074765.3617425705
1025186.0128213393
1035222.0362742173
1128543.3884493639
1141773.8444843183
1078101.2599296493
1158348.07884438
1072555.8844475648
1092806.5453976102
1096876.2290261872
1072037.1016631408
1086621.3886821351
1075463.413603995
1106243.748477191
1130903.6115763532
1076568.4163818252
1111098.3232944151
1106335.1108082903
1090375.1224900219
1014326.3472398869
1090104.913763698
1077665.091410787
1069769.469957768
1073707.2359322417
1118006.4105498681
1100426.7273176524
1087941.7709109506
1047925.1254406399
1089617.2611805657
1110607.418994473
1093374.2764720183
1095796.7512356802
1080973.6532892433
1107021.0269024076
1123045.1324191685
1041968.6180992892
1094147.4780831502
1082501.7927791248
1097749.3948759295
1127043.55656099
1101812.097313185
1025851.6487819937
1056585.31326794
1100488.0247343185
1113658.997595355
1102038.3619094677
1077811.0379836888
1057216.334363258
1113404.745640717
1098269.285261908
1111289.823279926
1049580.2986457772
1117755.3067720195
1073276.2976350538
1084598.453042786
1055492.841792617
1127772.0651853196
1010903.964607043
1056944.2291763728
1065478.2328372882
1043511.477224373
1109523.8975418394
1090442.4003039547
1111161.4269621647
1087917.0597415552
1136789.5494056582
1122792.5298865074
1118194.5102842082
1107617.7771845828
1067946.3747477236
1095179.1348983156
1069632.585479867
1067256.3389436193
1062854.8580880482
1115913.1304758517
1089485.683339002
1125243.2677224802
1064351.9494930704
1115280.7232782482
1045542.8271832997
1087501.9445347164
1081664.3052502873
1053743.6081489827
1067079.898267907
1076225.157662144
1091820.644814853
1110909.659278189
1046919.099899174
1115344.461786873
1112152.8573754798
1080332.5620425877
1142111.372688938
1119910.4251793607
1082120.3591413563
1105309.7856421443
1036548.8489706672
1121339.7607040058
1079865.4609911027
1061993.221183993
1062502.4384999732
1073265.7609373287
1115575.540693976
1092207.197991618
1071912.1448045648
1060150.8460124212
1071666.428670536
1091320.1290314458
1119478.959325889
1056189.8625322683
1077001.297118319
1076393.8880135366
1069500.0760172077
1124077.6978130827
1050976.5026036452
1112640.4902023447
1100022.191589526
1089082.2354479828
1112384.9797115151
1072768.7145453193
1118661.5235590439
1081982.6465954548
1092414.0313415604
1034380.6943852867
1083454.7288722827
1124783.0354536807
1148174.4081395543
1071689.051943117
1130525.0486045163
1131819.6810369953
1079107.1787313975
1076944.4270639124
1087367.1553700122
1054095.8012138845
1091323.1448031496
1111899.8571747006
1085116.4439115545
1086812.9676879607
1077623.6451764763
1079892.335729795
1090172.8089385917
1070803.7873370564
1132003.4759885832
1103970.0256155233
1096996.4871915034
1103585.414650497
1119182.375998972
1091707.3694118077
1043801.4706307508
1141012.2098766817
1124396.9996739654
1086860.7204134285
1096333.2612299754
1117306.9893011749
1102704.773233888
1016089.1560437218
1095389.053475668
1079893.122120721
1059169.8890115742
1116699.1113464532
1074943.5424896243
1063336.558092318
1083492.1150878025
1089681.192359148
1076791.1484392486
1088250.4507949634
1106905.229386336
1133746.8193707068
1107282.773053054
1114003.7217577058
1105030.1100087005
1128837.0428630468
1070436.8304428742
1059771.3481752786
1106891.298865341
1128013.352611614
1056167.5793474275
1098945.5994461426
1073783.7081388854
1067704.5922215527
1121116.5722371594
1098075.4349035437
1090218.0779396272
1100599.1438730364
1079809.4738521166
1123451.8416126878
1099231.936689741
1108913.5533489499
1057556.5191988815
1074029.5299403858
1091927.9095065752
1101619.7927137485
1092179.3099805273
1132170.165853733
1080724.2479801094
1087180.6038573552
1050198.7627688714
1146364.8305422766
1114733.9906451616
1090602.5079951072
1089053.6317195895
1085745.545391551
1084843.2388858353
1113661.4386151845
1108033.6692191034
1078061.3027448016
1077977.7373191686
1080274.7083832435
1138100.2491568858
1091537.0071927055
1118326.3966150437
1084952.233323054
1122232.1473604054
1082714.5803467035
1082682.5240361686
1052860.557316564
1106209.6348251454
1093959.1834708701
1080237.5109829213
1058258.9751976368
1118638.093630707
1133443.7091213325
1112254.5178537576
1083189.683662917
1117552.6825405892
1112731.5972975264
1066521.8249919838
1136390.6201580407
1078430.1721644222
1079033.0756606078
1122471.6698321374
1079573.1097531833
1135444.2245370508
1106197.8350467533
1091724.4422584614
1138642.3899903062
1079008.7418513275
1150472.4204800772
1091863.439190427
1083440.5703083323
1103343.1492446696
1087851.818886155
1097828.5196027977
1077838.4329243808
1060646.7112101663
1114678.3746292086
1133354.3831689227
1088576.0049221031
1105664.524409528
1081408.3607608525
1109995.5324229014
1126890.0430170358
1034163.9066255945
1082675.8300570967
1049138.5995867508
1077919.1989295278
1057782.416794636
1115797.5670923423
1125820.5208708353
1108386.9647864106
1093076.7818753035
1116217.8018011844
1081892.6875780437
1093408.2193105684
1065477.1978825664
1052911.4754417376
1113182.2956014585
1061500.7041435281
1127754.4589195284
1070008.9952564617
1090622.0834587547
1098025.1065924594
1114079.921536185
1094322.5067825848
1128840.4352689614
1102504.635890994
1077113.6811982992
1111694.240377956
1064235.462585988
1099497.0936672117
1141743.2266552278
1111538.6000862028
1049222.7342782374
1089689.3851708132
1104532.2973646808
1114378.9479445145
1145991.3454609239
1154863.8446242167
1093511.953815419
1096252.078940925
1141550.148716578
1064516.020084985
1116370.7923860922
1060195.8059047854
1086042.5057103217
1074017.3433252026
1103394.6364885622
1089345.6279419633
1066018.3912341162
1134534.3859715292
1100173.7630835478
1109902.3615780496
1112740.1908133898
1141192.1211197255
1094497.0216649978
1134706.3228416133
1078787.7623037042
1132660.8124112335
1081743.2819770148
1095488.5369671024
1081446.4787916592
1112104.3909429119
1102851.5573606994
1048179.5521135624
1092301.8781199954
1062404.9456173403
1112750.2387410845
1090309.2291157874
1091534.065911532
1103958.0533782863
1069596.0910461396
1071725.4189091595
1079756.5203283757
1078430.2296939963
1126206.6442461885
1078922.111619571
1091671.3970844038
1122055.3148530612
1031114.8187208914
1090950.0337425466
1030024.8629816417
1086779.856741409
1136355.251614189
1048762.1094156266
1096942.2584128194
1069790.038610428
1106508.6345075446
1054239.8195713214
1071872.8147270172
1130719.781639954
1127480.6556664396
1136681.2996079929
1131575.0385158323
1146860.3524893473
1081417.4678020808
1033293.9932681292
1112883.942325207
1097407.7103047913
1066507.7661329024
1102753.8173452371
1127045.5437810589
1102548.8421005318
1096810.1576760574
1145824.8753230148
1046192.3385167683
1072186.9300423416
1125305.5602960428
1089254.8674794468
1084832.4094543597
1067614.3886470995
1077513.6587642168
1101615.8810801164
1048106.6657778798
1119215.9851916325
1080696.1131079465
1116461.766297144
1072672.6864268894
1109839.6677138603
1138802.4046983176
1030371.1287698708
1138979.4973573687
1090490.5640003518
1076091.3536180218
1128672.496354013
1091655.084525124
1067711.298642147
1082864.5859539926
1110064.4262822613
1060242.0989290057
1115177.171716665
1111180.7112593781
1105699.464095603
1097684.2097317793
1119551.6907099672
1094828.3143001501
1073475.4573849593
1097208.2299632067
1084464.8476478257
1109777.3725637165
1026629.121244668
1088631.608774072
1172134.1004442908
1098037.5248720823
1066204.7635193008
1064683.35145262
1085134.6871190493
1105468.1077035645
1137752.0435153483
1067306.375929338
1119708.982300625
1119125.0355552183
1079508.6996820278
1060311.68236586
1050289.9859415425
1114903.1766465267
1121490.5800836075
1120301.212443792
1110459.9999373683
1105768.6052077548
1041903.924153147
1093504.562377324
1093979.533686037
1093064.0575486703
1061483.160541938
1073051.8592590813
1123521.8182045612
1129293.7448275648
1053424.308950377
1093533.4077228454
1098632.7380969643
1061904.9965928516
1103791.7389510435
1056978.3939327872
1076111.3619152391
1147383.186227205
1083891.9722678172
1075060.0504133278
1080745.9372398742
1099857.5999990446
1092209.7760048895
1088623.0846472285
1095638.1027386063
1100583.901155254
1138287.3035754333
1123480.965369242
1089157.361814981
1146834.9571144348
1130526.231189963
1077820.567871156
1155120.8752558287
1057348.3245291212
1063142.4885910708
1068747.6468068613
1059983.5224159232
1099963.088408186
1112175.3394440138
1118788.796081286
1103877.3299100397
1091470.5365378652
1084375.4885116615
1044189.7741973605
1147788.4798637114
1099129.5459734201
1159137.2377565627
1066702.0939822032
1090124.6740832147
1051380.0755528088
1145441.870061445
1083955.5327516194
1085561.4159258506
1106345.4345152362
1046028.9376456318
1104458.3735064769
1062155.337637011
1083057.8125000068
1065479.5226832603
1083650.2795080238
1099927.2468136256
1112695.2290095717
1071780.5602988387
1092383.8628797233
1104360.2942140165
1073574.2282403456
1122549.7574522104
1117145.767119895
1050727.565670388
1079069.06867955
1069731.8520094198
1099113.7947750383
1097027.000335749
1050198.7832762063
1056663.662321965
1062893.4907627662
1081730.8186045084
1082056.5788539122
1107301.677163083
1071161.5693207243
1047826.0158226893
1142330.0335098794
1044795.9897743103
1104567.0011342417
1119539.558563503
1146005.991988247
1076915.344231068
1114644.4945345824
1054087.855361845
1073773.3506356876
1052533.085860454
1137957.7980876449
1096454.8318956913
1068803.7879581468
1057534.1556997965
1068302.9253109358
1081268.3120260308
1124018.669816705
1078844.3836877972
1077094.5483730736
1109955.7261743536
1110303.474838735
1057792.0368656444
1091364.772597661
1094899.846957555
1106934.3440029293
1114054.533794649
1062035.9344890895
1137589.1205449146
1071588.5372945755
1079795.7232565465
1057054.0771670179
1104828.6374162806
1074064.047725013
1083022.9051794913
1084966.8517730257
1102633.095542652
1150503.9397873846
1058512.6872035984
1113996.6718762447
1103688.0298385771
1097203.5649653932
1098350.5034412951
1079577.146471548
1125081.452690035
1098401.758608849
1100382.9476046222
1084185.0067711018
1098478.8739261173
1134140.266404103
1113872.1476293101
1134376.3874241426
1097067.5175041626
1100795.3779657846
1116096.3365840358
1073473.7871648956
1107670.1336103457
1103092.637787399
1073806.0082046867
1118544.8023993662
1107798.9437049748
1104106.1623955988
1107617.1685873203
1115136.57532697
1129877.5424843933
1093297.1800364105
1071431.1454491317
1136267.1462444824
1070749.2178329886
1046382.8807947631
1082204.449947157
1141203.0289567898
1088491.8699199674
1110067.161934307
1059854.8524792623
1078363.1487156476
1125771.0240610382
1101472.9362811914
1111511.7434902906
1084303.9959480965
1060210.5268855726
1096046.559333835
